Jahr,Quartier,Zimmeranzahl,MedianPreis,PreisProQm,Zimmeranzahl_num,MedianPreis_Baualter,Durchschnitt_Baujahr,Preis_Verhältnis,Quartier_Preisniveau,Quartier_Code
2024,Höngg,1-Zimmer,313410.0,8375.0,1,810500.0,0.0,0.38668723010487355,0.9978507945140551,16
2024,Höngg,2-Zimmer,885830.0,14293.0,2,1132250.0,0.0,0.7823625524398322,0.9978507945140551,16
2024,Höngg,3-Zimmer,1340000.0,14102.0,3,1606355.0,0.0,0.8341867146427782,0.9978507945140551,16
2024,Höngg,4-Zimmer,1715000.0,16267.0,4,1976250.0,0.0,0.8678051865907653,0.9978507945140551,16
2024,Höngg,5-Zimmer,2220000.0,16276.0,5,2454583.3333333335,0.0,0.9044304871838397,0.9978507945140551,16
2024,Höngg,6-Zimmer und mehr,3350000.0,16919.0,6,3038774.0,0.0,1.1024182778975995,0.9978507945140551,16
2024,Wipkingen,1-Zimmer,312500.0,6976.0,1,810500.0,0.0,0.38556446637877856,0.8126851293915665,44
2024,Wipkingen,2-Zimmer,1622500.0,18529.0,2,1132250.0,0.0,1.4329874144402739,0.8126851293915665,44
2024,Wipkingen,3-Zimmer,1060140.0,10376.0,3,1606355.0,0.0,0.659966196762235,0.8126851293915665,44
2024,Wipkingen,4-Zimmer,1183830.0,11721.0,4,1976250.0,0.0,0.5990284629981024,0.8126851293915665,44
2024,Wipkingen,5-Zimmer,1603740.0,11350.0,5,2454583.3333333335,0.0,0.6533654727550501,0.8126851293915665,44
2024,Wipkingen,6-Zimmer und mehr,2218500.0,12397.5,6,3038774.0,0.0,0.7300641640345744,0.8126851293915665,44
2024,Kreis 11,1-Zimmer,720000.0,17797.0,1,810500.0,0.0,0.8883405305367057,0.8085207479661254,19
2024,Kreis 11,2-Zimmer,796500.0,13134.0,2,1132250.0,0.0,0.7034665489070435,0.8085207479661254,19
2024,Kreis 11,3-Zimmer,1313500.0,13648.0,3,1606355.0,0.0,0.8176897385696188,0.8085207479661254,19
2024,Kreis 11,4-Zimmer,1600210.0,13694.0,4,1976250.0,0.0,0.8097204301075269,0.8085207479661254,19
2024,Kreis 11,5-Zimmer,2040000.0,13784.0,5,2454583.3333333335,0.0,0.8310982855202851,0.8085207479661254,19
2024,Kreis 11,6-Zimmer und mehr,1490000.0,7748.0,6,3038774.0,0.0,0.49032932360221587,0.8085207479661254,19
2024,Affoltern,1-Zimmer,665000.0,12547.0,1,810500.0,0.0,0.8204811844540407,0.7678713067398859,0
2024,Affoltern,2-Zimmer,785000.0,13305.0,2,1132250.0,0.0,0.6933097814086995,0.7678713067398859,0
2024,Affoltern,3-Zimmer,1082500.0,12402.0,3,1606355.0,0.0,0.6738859094035876,0.7678713067398859,0
2024,Affoltern,4-Zimmer,1417500.0,12151.0,4,1976250.0,0.0,0.7172675521821632,0.7678713067398859,0
2024,Affoltern,5-Zimmer,2040000.0,13784.0,5,2454583.3333333335,0.0,0.8310982855202851,0.7678713067398859,0
2024,Affoltern,6-Zimmer und mehr,1570000.0,5607.0,6,3038774.0,0.0,0.5166557302385765,0.7678713067398859,0
2024,Oerlikon,1-Zimmer,630000.0,17326.0,1,810500.0,0.0,0.7772979642196175,0.8081439222322622,34
2024,Oerlikon,2-Zimmer,1075000.0,14928.0,2,1132250.0,0.0,0.9494369618017222,0.8081439222322622,34
2024,Oerlikon,3-Zimmer,1560000.0,18533.0,3,1606355.0,0.0,0.9711427424199508,0.8081439222322622,34
2024,Oerlikon,4-Zimmer,1520000.0,12500.0,4,1976250.0,0.0,0.7691334598355472,0.8081439222322622,34
2024,Oerlikon,5-Zimmer,1412500.0,9650.0,5,2454583.3333333335,0.0,0.5754540824987269,0.8081439222322622,34
2024,Oerlikon,6-Zimmer und mehr,1759000.0,11162.5,6,3038774.0,0.0,0.5788518659169783,0.8081439222322622,34
2024,Seebach,1-Zimmer,1095000.0,18398.0,1,810500.0,0.0,1.35101789019124,0.831328354041316,38
2024,Seebach,2-Zimmer,793000.0,11954.0,2,1132250.0,0.0,0.7003753587988518,0.831328354041316,38
2024,Seebach,3-Zimmer,1350000.0,14744.0,3,1606355.0,0.0,0.8404119886326497,0.831328354041316,38
2024,Seebach,4-Zimmer,1654260.0,15408.0,4,1976250.0,0.0,0.8370702087286528,0.831328354041316,38
2024,Seebach,5-Zimmer,2327500.0,14758.0,5,2454583.3333333335,0.0,0.9482261076217959,0.831328354041316,38
2024,Seebach,6-Zimmer und mehr,965000.0,6353.0,6,3038774.0,0.0,0.31756228005109954,0.831328354041316,38
2024,Kreis 12,1-Zimmer,512900.0,10436.0,1,810500.0,0.0,0.6328192473781616,0.8686818397247367,20
2024,Kreis 12,2-Zimmer,885000.0,12714.0,2,1132250.0,0.0,0.7816294987856038,0.8686818397247367,20
2024,Kreis 12,3-Zimmer,1150000.0,13659.0,3,1606355.0,0.0,0.7159065088352201,0.8686818397247367,20
2024,Kreis 12,4-Zimmer,1385000.0,14225.0,4,1976250.0,0.0,0.7008222643896268,0.8686818397247367,20
2024,Kreis 12,5-Zimmer,2445000.0,16781.0,5,2454583.3333333335,0.0,0.9960957392632829,0.8686818397247367,20
2024,Kreis 12,6-Zimmer und mehr,2174620.0,12075.0,6,3038774.0,0.0,0.7156241299945307,0.8686818397247367,20
2024,Saatlen,1-Zimmer,365000.0,10909.0,1,810500.0,0.0,0.45033929673041334,0.4620178050969651,36
2024,Saatlen,2-Zimmer,838750.0,11649.0,2,1132250.0,0.0,0.7407816294987856,0.4620178050969651,36
2024,Saatlen,3-Zimmer,935000.0,9639.0,3,1606355.0,0.0,0.5820631180529833,0.4620178050969651,36
2024,Saatlen,4-Zimmer,1100000.0,9958.0,4,1976250.0,0.0,0.5566097406704618,0.4620178050969651,36
2024,Saatlen,5-Zimmer,1310000.0,9704.0,5,2454583.3333333335,0.0,0.5336954676625361,0.4620178050969651,36
2024,Saatlen,6-Zimmer und mehr,0.0,0.0,6,3038774.0,0.0,0.0,0.4620178050969651,36
2024,Schwamendingen-Mitte,1-Zimmer,512900.0,10098.0,1,810500.0,0.0,0.6328192473781616,0.8923355262212426,37
2024,Schwamendingen-Mitte,2-Zimmer,887500.0,13095.0,2,1132250.0,0.0,0.7838374917200265,0.8923355262212426,37
2024,Schwamendingen-Mitte,3-Zimmer,1175000.0,13780.0,3,1606355.0,0.0,0.7314696938098988,0.8923355262212426,37
2024,Schwamendingen-Mitte,4-Zimmer,1385000.0,14225.0,4,1976250.0,0.0,0.7008222643896268,0.8923355262212426,37
2024,Schwamendingen-Mitte,5-Zimmer,2445000.0,16781.0,5,2454583.3333333335,0.0,0.9960957392632829,0.8923355262212426,37
2024,Schwamendingen-Mitte,6-Zimmer und mehr,2380000.0,14000.0,6,3038774.0,0.0,0.7832105974317274,0.8923355262212426,37
2024,Hirzenbach,1-Zimmer,0.0,0.0,1,810500.0,0.0,0.0,0.44218417678121147,13
2024,Hirzenbach,2-Zimmer,0.0,0.0,2,1132250.0,0.0,0.0,0.44218417678121147,13
2024,Hirzenbach,3-Zimmer,508000.0,7815.0,3,1606355.0,0.0,0.31624391868547114,0.44218417678121147,13
2024,Hirzenbach,4-Zimmer,1025000.0,9020.0,4,1976250.0,0.0,0.5186590765338394,0.44218417678121147,13
2024,Hirzenbach,5-Zimmer,851250.0,6670.5,5,2454583.3333333335,0.0,0.34680020370056014,0.44218417678121147,13
2024,Hirzenbach,6-Zimmer und mehr,1969230.0,10151.0,6,3038774.0,0.0,0.6480343717565045,0.44218417678121147,13
